UniqueId,Name,FareZones,HubNaptanCode,Wifi,OutsideStationUniqueId,BlueBadgeCarParking,BlueBadgeCarParkSpaces,TaxiRanksOutsideStation,MainBusInterchange,PierInterchange,NationalRailInterchange,AirportInterchange,EmiratesAirLineInterchange
940GZZLUHWC,Hounslow Central,4,,True,940GZZLUHWC-Outside,False,,False,,,,,
940GZZLUHWE,Hounslow East,4,,True,940GZZLUHWE-Outside,True,2.0,False,,,,,
940GZZLUHWT,Hounslow West,5,,True,940GZZLUHWT-Outside,True,10.0,False,,,,,
940GZZLUHWY,Holloway Road,2,,True,940GZZLUHWY-Outside,False,,False,,,,,
940GZZLUICK,Ickenham,6,,True,940GZZLUICK-Outside,False,,False,,,,,
940GZZLUKBN,Kilburn,2,,True,940GZZLUKBN-Outside,False,,False,,,,,
940GZZLUKBY,Kingsbury,4,,True,940GZZLUKBY-Outside,False,,False,,,,,
940GZZLUKNB,Knightsbridge,1,,True,940GZZLUKNB-Outside,False,,False,,,,,
940GZZLUKNG,Kennington,1|2,,True,940GZZLUKNG-Outside,False,,False,,,,,
940GZZLUKPK,Kilburn Park,2,,True,940GZZLUKPK-Outside,False,,False,,,,,
940GZZLULAD,Ladbroke Grove,2,,True,940GZZLULAD-Outside,False,,False,,,,,
940GZZLULBN,Lambeth North,1,,True,940GZZLULBN-Outside,False,,False,,,,,
940GZZLULGN,Loughton,6,,True,940GZZLULGN-Outside,False,,False,,,,,
940GZZLULGT,Lancaster Gate,1,,True,940GZZLULGT-Outside,False,,False,,,,,
940GZZLULRD,Latimer Road,2,,True,940GZZLULRD-Outside,False,,False,,,,,
940GZZLULSQ,Leicester Square,1,,True,940GZZLULSQ-Outside,False,,False,,,,,
940GZZLULYN,Leyton,3,,True,940GZZLULYN-Outside,False,,False,,,,,
940GZZLULYS,Leytonstone,3|4,,True,940GZZLULYS-Outside,False,,False,,,,,
940GZZLUMBA,Marble Arch,1,,True,940GZZLUMBA-Outside,False,,False,,,,,
940GZZLUMDN,Morden,4,,True,940GZZLUMDN-Outside,False,,False,,,,,
940GZZLUMED,Mile End,2,,True,940GZZLUMED-Outside,False,,False,,,,,
940GZZLUMHL,Mill Hill East,4,,True,940GZZLUMHL-Outside,False,,False,,,,,
940GZZLUMMT,Monument,1,,True,940GZZLUMMT-Outside,False,,False,,,,,
940GZZLUMPK,Moor Park,6|7,,True,940GZZLUMPK-Outside,False,,False,,,,,
940GZZLUMRH,Manor House,2|3,,True,940GZZLUMRH-Outside,False,,False,,,,,
940GZZLUMSH,Mansion House,1,,True,940GZZLUMSH-Outside,False,,False,,,,,
940GZZLUMTC,Mornington Crescent,2,,True,940GZZLUMTC-Outside,False,,False,,,,,
940GZZLUMVL,Maida Vale,2,,True,940GZZLUMVL-Outside,False,,False,,,,,
940GZZLUNAN,North Acton,2|3,,True,940GZZLUNAN-Outside,False,,False,,,,,
940GZZLUNBP,Newbury Park,4,,True,940GZZLUNBP-Outside,True,6.0,True,,,,,
940GZZLUNDN,Neasden,3,,True,940GZZLUNDN-Outside,False,,False,,,,,
940GZZLUNEN,North Ealing,3,,True,940GZZLUNEN-Outside,False,,False,,,,,
940GZZLUNFD,Northfields,3,,True,940GZZLUNFD-Outside,False,,False,,,,,
940GZZLUNGW,North Greenwich,2|3,HUBNGW,True,940GZZLUNGW-Outside,True,19.0,True,Full,Full,,,Full
940GZZLUNHA,North Harrow,5,,True,940GZZLUNHA-Outside,False,,False,,,,,
940GZZLUNHG,Notting Hill Gate,1|2,,True,940GZZLUNHG-Outside,False,,False,,,,,
940GZZLUNHT,Northolt,5,,True,940GZZLUNHT-Outside,False,,False,,,,,
940GZZLUNKP,Northwick Park,4,,True,940GZZLUNKP-Outside,False,,False,,,,,
940GZZLUNOW,Northwood,6,,True,940GZZLUNOW-Outside,False,,False,,,,,
940GZZLUNWH,Northwood Hills,6,,True,940GZZLUNWH-Outside,False,,False,,,,,
940GZZLUOAK,Oakwood,5,,True,940GZZLUOAK-Outside,True,6.0,False,,,,,
940GZZLUOSY,Osterley,4,,True,940GZZLUOSY-Outside,False,,False,,,,,
940GZZLUOVL,Oval,2,,True,940GZZLUOVL-Outside,False,,False,,,,,
940GZZLUOXC,Oxford Circus,1,,True,940GZZLUOXC-Outside,False,,False,,,,,
940GZZLUPCC,Piccadilly Circus,1,,True,940GZZLUPCC-Outside,False,,False,,,,,
940GZZLUPCO,Pimlico,1,,True,940GZZLUPCO-Outside,False,,False,,,,,
940GZZLUPKR,Park Royal,3,,True,940GZZLUPKR-Outside,False,,False,,,,,
940GZZLUPLW,Plaistow,3,,True,940GZZLUPLW-Outside,False,,False,,,,,
940GZZLUPNR,Pinner,5,,True,940GZZLUPNR-Outside,False,,False,,,,,
940GZZLUPRD,Preston Road,4,,True,940GZZLUPRD-Outside,False,,False,,,,,
940GZZLUPSG,Parsons Green,2,,True,940GZZLUPSG-Outside,False,,False,,,,,
940GZZLUPVL,Perivale,4,,True,940GZZLUPVL-Outside,False,,False,,,,,
940GZZLUPYB,Putney Bridge,2,,False,940GZZLUPYB-Outside,False,,False,,,,,
940GZZLUQBY,Queensbury,4,,True,940GZZLUQBY-Outside,False,,False,,,,,
940GZZLUQWY,Queensway,1,,True,940GZZLUQWY-Outside,False,,False,,,,,
940GZZLURBG,Redbridge,4,,True,940GZZLURBG-Outside,False,,False,,,,,
940GZZLURGP,Regent's Park,1,,True,940GZZLURGP-Outside,False,,False,,,,,
940GZZLURSG,Ruislip Gardens,5,,False,940GZZLURSG-Outside,False,,False,,,,,
940GZZLURSM,Ruislip Manor,6,,True,940GZZLURSM-Outside,False,,False,,,,,
940GZZLURSP,Ruislip,6,,True,940GZZLURSP-Outside,True,4.0,False,,,,,
940GZZLURSQ,Russell Square,1,,True,940GZZLURSQ-Outside,False,,False,,,,,
940GZZLURVP,Ravenscourt Park,2,,True,940GZZLURVP-Outside,False,,False,,,,,
940GZZLURVY,Roding Valley,4,,True,940GZZLURVY-Outside,False,,False,,,,,
940GZZLURYL,Rayners Lane,5,,True,940GZZLURYL-Outside,True,6.0,False,,,,,
940GZZLURYO,Royal Oak,2,,True,940GZZLURYO-Outside,False,,False,,,,,
940GZZLUSBM,Shepherd's Bush Market,2,,True,940GZZLUSBM-Outside,False,,False,,,,,
940GZZLUSEA,South Ealing,3,,True,940GZZLUSEA-Outside,False,,False,,,,,
940GZZLUSFB,Stamford Brook,2,,True,940GZZLUSFB-Outside,False,,False,,,,,
940GZZLUSFS,Southfields,3,,True,940GZZLUSFS-Outside,False,,True,,,,,
940GZZLUSGN,Stepney Green,2,,True,940GZZLUSGN-Outside,False,,False,,,,,
940GZZLUSGT,Southgate,4,,True,940GZZLUSGT-Outside,False,,False,,,,,
940GZZLUSHH,South Harrow,5,,True,940GZZLUSHH-Outside,False,,False,,,,,
940GZZLUSJP,St James's Park,1,,True,940GZZLUSJP-Outside,False,,False,,,,,
940GZZLUSJW,St John's Wood,2,,True,940GZZLUSJW-Outside,False,,False,,,,,
940GZZLUSKS,South Kensington,1,,True,940GZZLUSKS-Outside,False,,False,,,,,
940GZZLUSKW,Stockwell,2,,True,940GZZLUSKW-Outside,False,,False,,,,,
940GZZLUSNB,Snaresbrook,4,,True,940GZZLUSNB-Outside,False,,False,,,,,
940GZZLUSPU,St Paul's,1,,True,940GZZLUSPU-Outside,False,,False,,,,,
940GZZLUSSQ,Sloane Square,1,,True,940GZZLUSSQ-Outside,False,,False,,,,,
940GZZLUSTM,Stanmore,5,,True,940GZZLUSTM-Outside,True,6.0,False,,,,,
940GZZLUSUH,Sudbury Hill,4,,True,940GZZLUSUH-Outside,False,,False,,,,,
940GZZLUSUT,Sudbury Town,4,,True,940GZZLUSUT-Outside,True,3.0,False,,,,,
940GZZLUSWC,Swiss Cottage,2,,True,940GZZLUSWC-Outside,False,,False,,,,,
940GZZLUSWF,South Woodford,4,,True,940GZZLUSWF-Outside,True,4.0,True,,,,,
940GZZLUSWK,Southwark,1,,True,940GZZLUSWK-Outside,False,,False,,,,,
940GZZLUSWN,South Wimbledon,3|4,,True,940GZZLUSWN-Outside,False,,False,,,,,
940GZZLUTAW,Totteridge & Whetstone,4,,True,940GZZLUTAW-Outside,False,,False,,,,,
940GZZLUTBC,Tooting Bec,3,,True,940GZZLUTBC-Outside,False,,False,,,,,
940GZZLUTBY,Tooting Broadway,3,,True,940GZZLUTBY-Outside,False,,False,,,,,
940GZZLUTFP,Tufnell Park,2,,True,940GZZLUTFP-Outside,False,,False,,,,,
940GZZLUTHB,Theydon Bois,6,,True,940GZZLUTHB-Outside,True,3.0,False,,,,,
940GZZLUTMP,Temple,1,,True,940GZZLUTMP-Outside,False,,False,,,,,
940GZZLUTNG,Turnham Green,2|3,,True,940GZZLUTNG-Outside,False,,False,,,,,
940GZZLUTPN,Turnpike Lane,3,,True,940GZZLUTPN-Outside,False,,False,,,,,
940GZZLUTWH,Tower Hill,1,,True,940GZZLUTWH-Outside,False,,False,,Full,,,
940GZZLUUPB,Upminster Bridge,6,,True,940GZZLUUPB-Outside,False,,False,,,,,
940GZZLUUPK,Upton Park,3,,True,940GZZLUUPK-Outside,False,,False,,,,,
940GZZLUUPY,Upney,4,,True,940GZZLUUPY-Outside,False,,False,,,,,
940GZZLUUXB,Uxbridge,6,,True,940GZZLUUXB-Outside,False,,False,,,,,
940GZZLUWAF,Watford,7,,False,940GZZLUWAF-Outside,False,,False,,,,,
940GZZLUWCY,White City,2,,True,940GZZLUWCY-Outside,False,,False,,,,,
940GZZLUWFN,West Finchley,4,,True,940GZZLUWFN-Outside,False,,False,,,,,
940GZZLUWHP,West Hampstead,2,HUBWHD,True,940GZZLUWHP-Outside,False,,False,,,,,
940GZZLUWHW,West Harrow,5,,True,940GZZLUWHW-Outside,False,,False,,,,,
940GZZLUWIG,Willesden Green,2|3,,True,940GZZLUWIG-Outside,False,,False,,,,,
940GZZLUWIP,Wimbledon Park,3,,True,940GZZLUWIP-Outside,False,,False,,,,,
940GZZLUWKA,Warwick Avenue,2,,True,940GZZLUWKA-Outside,False,,False,,,,,
940GZZLUWKN,West Kensington,2,,True,940GZZLUWKN-Outside,False,,False,,,,,
940GZZLUWLA,Wood Lane,2,,True,940GZZLUWLA-Outside,False,,False,,,,,
940GZZLUWOF,Woodford,4,,True,940GZZLUWOF-Outside,True,10.0,False,,,,,
940GZZLUWOG,Wood Green,3,,True,940GZZLUWOG-Outside,False,,False,,,,,
940GZZLUWOP,Woodside Park,4,,True,940GZZLUWOP-Outside,True,5.0,False,,,,,
940GZZLUWRR,Warren Street,1,,True,940GZZLUWRR-Outside,False,,False,,,,,
940GZZLUWSD,Wanstead,4,,True,940GZZLUWSD-Outside,False,,False,,,,,
940GZZLUWSP,Westbourne Park,2,,True,940GZZLUWSP-Outside,False,,False,,,,,
940GZZLUWTA,West Acton,3,,True,940GZZLUWTA-Outside,False,,False,,,,,
940GZZLUWYP,Wembley Park,4,,True,940GZZLUWYP-Outside,True,6.0,False,,,,,
HUBAMR,Amersham,9,HUBAMR,True,HUBAMR-Outside,True,,False,,,Partial,,
HUBBAL,Balham,3,HUBBAL,True,HUBBAL-Outside,False,,False,,,,,
HUBBAN,Bank,1,HUBBAN,True,HUBBAN-Outside,False,,False,,,Partial,,
HUBBEK,Beckenham Junction,4|Trams fare zone,HUBBEK,False,HUBBEK-Outside,True,88.0,False,,,Partial,,
HUBBFR,Blackfriars,1,HUBBFR,True,HUBBFR-Outside,False,,True,,Partial,,,
HUBBHO,Blackhorse Road,3,HUBBHO,True,HUBBHO-Outside,False,,False,,,,,
HUBBIR,Birkbeck,4|Trams fare zone,HUBBIR,False,HUBBIR-Outside,False,,False,,,Partial,,
HUBBKG,Barking,4,HUBBKG,True,HUBBKG-Outside,False,,True,Full,,Partial,,
HUBBRX,Brixton,2,HUBBRX,True,HUBBRX-Outside,False,,False,Full,,,,
HUBBSH,Bushey,8,HUBBSH,False,HUBBSH-Outside,False,,False,,,,,
HUBCAN,Canning Town,2|3,HUBCAN,True,HUBCAN-Outside,False,,False,Full,,,,
HUBCAW,Canary Wharf,2,HUBCAW,True,HUBCAW-Outside,False,,False,,Full,,,
HUBCFO,Chalfont & Latimer,8,HUBCFO,True,HUBCFO-Outside,True,5.0,False,,,Partial,,
HUBCHX,Charing Cross,1,HUBCHX,True,HUBCHX-Outside,False,,False,,,,,
HUBCLJ,Clapham Junction,2,HUBCLJ,False,HUBCLJ-Outside,False,,False,,,Partial,,
HUBCLW,Chorleywood,7,HUBCLW,True,HUBCLW-Outside,True,6.0,False,,,Partial,,
HUBCST,Cannon Street,1,HUBCST,True,HUBCST-Outside,False,,False,,,,,
HUBCUT,Cutty Sark for Maritime Greenwich,2|3,HUBCUT,False,HUBCUT-Outside,False,,True,,Full,,,
HUBCYP,Crystal Palace,3|4,HUBCYP,False,HUBCYP-Outside,True,2.0,False,,,Partial,,
HUBEAL,Ealing Broadway,3,HUBEAL,True,HUBEAL-Outside,False,,False,,,Partial,,
HUBECY,East Croydon,5|Trams fare zone,HUBECY,False,HUBECY-Outside,False,,False,,,Partial,,
HUBELM,Elmers End,4|Trams fare zone,HUBELM,False,HUBELM-Outside,True,108.0,False,,,Partial,,
HUBEPH,Elephant & Castle,1|2,HUBEPH,True,HUBEPH-Outside,False,,False,,,,,
HUBEUS,Euston,1,HUBEUS,True,HUBEUS-Outside,False,,True,,,Partial,,
HUBFPK,Finsbury Park,2,HUBFPK,True,HUBFPK-Outside,False,,True,,,Partial,,
HUBGFD,Greenford,4,HUBGFD,True,HUBGFD-Outside,False,,False,,,Partial,,
HUBGNW,Greenwich,2|3,HUBGNW,False,HUBGNW-Outside,True,1.0,False,,,Partial,,
HUBGUN,Gunnersbury,3,HUBGUN,False,HUBGUN-Outside,False,,False,,,,,
HUBH13,Heathrow Terminals 2 & 3,6,HUBH13,True,HUBH13-Outside,False,,True,Full,,,Full,
HUBHDN,Harlesden,3,HUBHDN,True,HUBHDN-Outside,False,,False,,,,,
HUBHHY,Highbury & Islington,2,HUBHHY,True,HUBHHY-Outside,False,,False,,,Partial,,
HUBHMS,Hammersmith,2,HUBHMS,True,HUBHMS-Outside,False,,False,Full,,,,
HUBHOH,Harrow-on-the-Hill,5,HUBHOH,True,HUBHOH-Outside,False,,False,,,Partial,,
HUBHRW,Harrow & Wealdstone,5,HUBHRW,True,HUBHRW-Outside,True,5.0,False,,,Partial,,
HUBHX4,Heathrow Terminal 4,6,HUBHX4,True,HUBHX4-Outside,False,,True,,,,Full,
HUBHX5,Heathrow Terminal 5,6,HUBHX5,False,HUBHX5-Outside,False,,True,,,,Full,
HUBIMP,Imperial Wharf,2,HUBIMP,False,HUBIMP-Outside,False,,False,,,,,
HUBKGX,King's Cross St Pancras,1,HUBKGX,True,HUBKGX-Outside,False,,True,,,Partial,,
HUBKNL,Kensal Green,2,HUBKNL,False,HUBKNL-Outside,False,,False,,,,,
HUBKNT,Kenton,4,HUBKNT,True,HUBKNT-Outside,False,,False,,,,,
HUBKPA,Kensington (Olympia),2,HUBKPA,True,HUBKPA-Outside,False,,False,,,Partial,,
HUBKTN,Kentish Town,2,HUBKTN,True,HUBKTN-Outside,False,,False,,,,,
HUBKWG,Kew Gardens,3|4,HUBKWG,True,HUBKWG-Outside,False,,False,,,,,
HUBLBG,London Bridge,1,HUBLBG,True,HUBLBG-Outside,False,,True,Full,,Partial,,
HUBLCY,London City Airport,3,HUBLCY,False,HUBLCY-Outside,False,,False,,,,Full,
HUBLEW,Lewisham,2|3,HUBLEW,False,HUBLEW-Outside,False,,False,Full,,Partial,,
HUBLHS,Limehouse,2,HUBLHS,False,HUBLHS-Outside,False,,False,,,Partial,,
HUBLST,Liverpool Street,1,HUBLST,True,HUBLST-Outside,False,,True,Full,,Partial,,
HUBMJT,Mitcham Junction,4|Trams fare zone,HUBMJT,False,HUBMJT-Outside,True,18.0,False,,,Partial,,
HUBMYB,Marylebone,1,HUBMYB,True,HUBMYB-Outside,False,,False,,,,,
HUBNWB,North Wembley,4,HUBNWB,False,HUBNWB-Outside,False,,False,,,,,
HUBNWD,Norwood Junction,4,HUBNWD,False,HUBNWD-Outside,True,3.0,False,,,Partial,,
HUBNWX,New Cross,2,HUBNWX,False,HUBNWX-Outside,False,,False,,,Partial,,
HUBNXG,New Cross Gate,2,HUBNXG,False,HUBNXG-Outside,False,,False,,,Partial,,
HUBOLD,Old Street,1,HUBOLD,True,HUBOLD-Outside,False,,False,,,,,
HUBPAD,Paddington,1,HUBPAD,True,HUBPAD-Outside,False,,True,,,,,
HUBQPW,Queen's Park,2,HUBQPW,True,HUBQPW-Outside,False,,False,,,,,
HUBRIC,Rickmansworth,7,HUBRIC,True,HUBRIC-Outside,True,12.0,False,,,Partial,,
HUBRMD,Richmond,4,HUBRMD,True,HUBRMD-Outside,True,1.0,True,Full,,Partial,,
HUBSBP,Stonebridge Park,3,HUBSBP,True,HUBSBP-Outside,False,,False,,,,,
HUBSDE,Shadwell,2,HUBSDE,True,HUBSDE-Outside,False,,False,,,,,
HUBSOK,South Kenton,4,HUBSOK,True,HUBSOK-Outside,False,,False,,,,,
HUBSPB,Shepherd's Bush,2,HUBSPB,True,HUBSPB-Outside,False,,False,,,Partial,,
HUBSRA,Stratford,2|3,HUBSRA,True,HUBSRA-Outside,False,,True,Full,,Partial,,
HUBSRU,South Ruislip,5,HUBSRU,True,HUBSRU-Outside,False,,False,,,,,
HUBSVS,Seven Sisters,3,HUBSVS,True,HUBSVS-Outside,False,,False,,,,,
HUBSYD,Sydenham,3,HUBSYD,False,HUBSYD-Outside,False,,False,,,Partial,,
HUBTCR,Tottenham Court Road,1,HUBTCR,False,HUBTCR-Outside,False,,False,,,,,
HUBTOG,Tower Gateway,1,HUBTOG,False,HUBTOG-Outside,False,,False,,,,,
HUBTOM,Tottenham Hale,3,HUBTOM,True,HUBTOM-Outside,False,,True,,,Partial,,
HUBUPM,Upminster,6,HUBUPM,True,HUBUPM-Outside,True,9.0,True,,,Partial,,
HUBVIC,Victoria,1,HUBVIC,True,HUBVIC-Outside,False,,True,Full,,Partial,,
HUBVXH,Vauxhall,1|2,HUBVXH,True,HUBVXH-Outside,False,,True,Full,,Partial,,
HUBWAT,Waterloo,1,HUBWAT,True,HUBWAT-Outside,False,,True,Full,Full,Partial,,
HUBWBP,West Brompton,2,HUBWBP,True,HUBWBP-Outside,False,,False,,,Partial,,
HUBWCY,West Croydon,5|Trams fare zone,HUBWCY,False,HUBWCY-Outside,False,,False,,,Partial,,
HUBWEH,West Ham,2|3,HUBWEH,True,HUBWEH-Outside,False,,False,,,Partial,,
HUBWFJ,Watford Junction,Outside,HUBWFJ,False,HUBWFJ-Outside,True,10.0,False,,,Partial,,
HUBWHC,Walthamstow Central,3,HUBWHC,True,HUBWHC-Outside,True,8.0,False,,,,,
HUBWIJ,Willesden Junction,2|3,HUBWIJ,True,HUBWIJ-Outside,False,,False,,,,,
HUBWIM,Wimbledon,3|Trams fare zone,HUBWIM,True,HUBWIM-Outside,True,2.0,True,Full,,Partial,,
HUBWMB,Wembley Central,4,HUBWMB,True,HUBWMB-Outside,False,,False,,,Partial,,
HUBWRU,West Ruislip,6,HUBWRU,True,HUBWRU-Outside,False,,False,,,,,
HUBWSM,Westminster,1,HUBWSM,True,HUBWSM-Outside,False,,False,,Full,,,
HUBWWA,Woolwich Arsenal,4,HUBWWA,False,HUBWWA-Outside,False,,False,Full,Full,Partial,,
HUBZCW,Canada Water,2,HUBZCW,True,HUBZCW-Outside,False,,False,Full,,,,
HUBZFD,Farringdon,1,HUBZFD,False,HUBZFD-Outside,False,,False,,,Partial,,
HUBZMG,Moorgate,1,HUBZMG,False,HUBZMG-Outside,False,,False,,,,,
HUBZWL,Whitechapel,2,HUBZWL,False,HUBZWL-Outside,False,,False,,,,,
940GZZNEUGST,Nine Elms,1,,True,940GZZNEUGST-Outside,False,,False,,,,,
940GZZBPSUST,Battersea Power Station,1,,True,940GZZBPSUST-Outside,False,,False,,,,,
910GWOLWXR,Woolwich,4,910GWOLWXR,True,910GWOLWXR-Outside,False,,False,,,,,
910GBKRVS,Barking Riverside,4,910GBKRVS,True,910GBKRVS-Outside,False,,False,,Full,,,
